AIA193,AIA211,HMI_m
2017-02-24T03-33-28.fits,2017-02-24T03-33-32.fits,2017-02-20T03-01-30.fits
2019-06-23T05-25-31.fits,2019-06-23T05-25-37.fits,2019-06-19T06-01-30.fits
2015-08-01T07-00-33.fits,2015-08-01T07-00-38.fits,2015-07-28T06-01-30.fits
2014-06-20T04-38-23.fits,2014-06-20T04-38-31.fits,2014-06-16T06-01-30.fits
2012-12-07T23-01-54.fits,2012-12-07T23-01-54.fits,2012-12-04T00-01-30.fits
2012-11-26T07-47-34.fits,2012-11-26T07-47-43.fits,2012-11-22T09-01-30.fits
2017-04-08T02-33-54.fits,2017-04-08T02-33-58.fits,2017-04-04T03-01-30.fits
2012-10-18T14-21-02.fits,2012-10-18T14-21-02.fits,2012-10-14T15-01-30.fits
2018-07-18T01-30-05.fits,2018-07-18T01-30-10.fits,2018-07-14T00-01-30.fits
2019-07-10T07-59-32.fits,2019-07-10T10-30-20.fits,2019-07-06T09-01-30.fits
2014-06-11T03-30-47.fits,2014-06-11T03-30-56.fits,2014-06-07T03-01-30.fits
2015-09-18T07-13-37.fits,2015-09-18T07-13-43.fits,2015-09-14T06-01-30.fits
2012-10-19T01-18-59.fits,2012-10-19T01-18-59.fits,2012-10-15T00-01-30.fits
2018-03-12T01-30-01.fits,2018-03-12T01-30-07.fits,2018-03-08T00-01-30.fits
2016-11-06T01-30-10.fits,2016-11-06T01-30-15.fits,2016-11-02T00-01-30.fits
2016-07-18T21-49-25.fits,2016-07-18T21-49-30.fits,2016-07-14T21-01-30.fits
2015-07-31T03-35-45.fits,2015-07-31T03-35-50.fits,2015-07-27T03-01-30.fits
2015-04-08T03-37-01.fits,2015-04-08T03-37-05.fits,2015-04-04T03-01-30.fits
2018-04-07T02-41-09.fits,2018-04-07T02-41-15.fits,2018-04-03T03-01-30.fits
2012-10-22T17-57-13.fits,2012-10-22T17-57-13.fits,2012-10-18T18-01-30.fits
2012-10-06T03-30-19.fits,2012-10-06T03-30-31.fits,2012-10-02T03-01-30.fits
2019-11-16T20-50-59.fits,2019-11-16T20-51-05.fits,2019-11-12T21-01-30.fits
2019-01-04T02-30-41.fits,2019-01-04T02-30-47.fits,2018-12-31T03-01-30.fits
2014-06-12T06-52-22.fits,2014-06-12T06-52-29.fits,2014-06-08T06-01-30.fits
2013-10-19T06-19-13.fits,2013-10-19T06-19-19.fits,2013-10-15T06-01-30.fits
2020-06-14T06-57-57.fits,2020-06-14T06-58-02.fits,2020-06-10T06-01-30.fits
2012-10-26T07-31-28.fits,2012-10-26T07-31-37.fits,2012-10-22T06-01-30.fits
2016-06-05T06-57-34.fits,2016-06-05T06-57-38.fits,2016-06-01T06-01-30.fits
2013-03-30T06-46-15.fits,2013-03-30T06-46-22.fits,2013-03-26T06-01-30.fits
2015-06-27T09-14-18.fits,2015-06-27T09-14-22.fits,2015-06-23T09-01-30.fits
2012-12-10T18-19-43.fits,2012-12-10T18-19-43.fits,2012-12-06T18-01-30.fits
2016-07-19T20-54-09.fits,2016-07-19T20-54-14.fits,2016-07-15T21-01-30.fits
2015-09-10T08-23-32.fits,2015-09-10T08-23-38.fits,2015-09-06T09-02-15.fits
2016-10-19T08-47-15.fits,2016-10-19T08-47-19.fits,2016-10-15T09-01-30.fits
2017-06-15T01-30-10.fits,2017-06-15T01-30-16.fits,2017-06-11T00-01-30.fits
2013-06-21T05-54-21.fits,2013-06-21T05-54-28.fits,2013-06-17T06-01-30.fits
2014-06-15T05-11-40.fits,2014-06-15T05-11-46.fits,2014-06-11T06-01-30.fits
2013-08-29T10-26-09.fits,2013-08-29T10-26-17.fits,2013-08-25T09-01-30.fits
2012-12-20T05-09-21.fits,2012-12-20T05-09-33.fits,2012-12-16T06-01-30.fits
2017-02-06T03-32-06.fits,2017-02-06T03-32-11.fits,2017-02-02T03-01-30.fits
2014-11-02T04-06-14.fits,2014-11-02T04-06-21.fits,2014-10-29T03-01-30.fits
2012-12-23T07-44-20.fits,2012-12-23T07-44-29.fits,2012-12-19T09-01-30.fits
2012-12-07T06-29-05.fits,2012-12-07T08-33-10.fits,2012-12-03T06-01-30.fits
2015-08-17T04-48-03.fits,2015-08-17T04-48-08.fits,2015-08-13T06-01-30.fits
2017-08-31T07-46-42.fits,2017-08-31T07-46-40.fits,2017-08-27T09-01-30.fits
2019-09-28T01-30-05.fits,2019-09-28T01-30-11.fits,2019-09-24T00-01-30.fits
2019-12-18T03-45-22.fits,2019-12-18T03-45-29.fits,2019-12-14T03-01-30.fits
2020-01-11T09-40-32.fits,2020-01-11T09-40-38.fits,2020-01-07T09-01-30.fits
2016-02-04T07-56-20.fits,2016-02-04T07-56-24.fits,2016-01-31T09-01-30.fits
2016-05-20T06-00-03.fits,2016-05-20T06-00-08.fits,2016-05-16T06-01-30.fits
2019-12-30T02-30-34.fits,2019-12-30T02-30-40.fits,2019-12-26T03-01-30.fits
2018-01-16T07-49-57.fits,2018-01-16T07-50-01.fits,2018-01-12T09-01-30.fits
2020-05-06T07-03-40.fits,2020-05-06T07-03-45.fits,2020-05-02T06-01-30.fits
2019-02-26T07-44-14.fits,2019-02-26T07-44-23.fits,2019-02-22T09-01-30.fits
2013-09-03T11-35-21.fits,2013-09-03T11-35-29.fits,2013-08-30T12-01-30.fits
2018-05-25T09-50-50.fits,2018-05-25T09-50-55.fits,2018-05-21T09-01-30.fits
2019-10-24T02-47-15.fits,2019-10-24T02-47-20.fits,2019-10-20T03-01-30.fits
2017-02-25T09-41-37.fits,2017-02-25T09-41-41.fits,2017-02-21T09-01-30.fits
2013-11-03T04-04-01.fits,2013-11-03T04-04-08.fits,2013-10-30T03-01-30.fits
2012-10-22T13-32-57.fits,2012-10-22T13-32-57.fits,2012-10-18T15-01-30.fits
2017-11-13T08-00-40.fits,2017-11-13T08-00-44.fits,2017-11-09T09-01-30.fits
2015-05-18T22-10-40.fits,2015-05-18T22-10-45.fits,2015-05-14T21-01-30.fits
2019-12-23T11-20-46.fits,2019-12-23T11-20-52.fits,2019-12-19T12-01-30.fits
2019-09-07T07-42-07.fits,2019-09-07T07-42-13.fits,2019-09-03T09-01-30.fits
2018-07-28T02-51-23.fits,2018-07-28T02-51-29.fits,2018-07-24T03-01-30.fits
2013-05-15T04-11-01.fits,2013-05-15T04-11-09.fits,2013-05-11T03-01-30.fits
2013-06-09T06-06-02.fits,2013-06-09T06-06-10.fits,2013-06-05T06-01-30.fits
2020-04-12T01-30-09.fits,2020-04-12T04-50-37.fits,2020-04-08T00-01-30.fits
2013-05-31T09-49-21.fits,2013-05-31T09-49-30.fits,2013-05-27T09-01-30.fits
2016-05-18T03-49-57.fits,2016-05-18T03-50-02.fits,2016-05-14T03-01-30.fits
2012-10-22T16-52-22.fits,2012-10-22T16-52-22.fits,2012-10-18T18-01-30.fits
2017-11-09T07-41-42.fits,2017-11-09T07-41-46.fits,2017-11-05T09-01-30.fits
2020-05-08T05-56-28.fits,2020-05-08T05-56-33.fits,2020-05-04T06-01-30.fits
2016-01-25T06-56-14.fits,2016-01-25T08-00-18.fits,2016-01-21T06-01-30.fits
2012-10-11T04-44-33.fits,2012-10-11T04-44-41.fits,2012-10-07T06-01-30.fits
2014-12-13T07-21-28.fits,2014-12-13T07-21-32.fits,2014-12-09T06-01-30.fits
2015-01-12T04-21-19.fits,2015-01-12T04-21-23.fits,2015-01-08T03-01-30.fits
2020-03-23T07-02-14.fits,2020-03-23T05-54-57.fits,2020-03-19T06-01-30.fits
2013-03-03T05-09-22.fits,2013-03-03T05-09-29.fits,2013-02-27T06-01-30.fits
2012-10-17T23-57-48.fits,2012-10-17T23-57-48.fits,2012-10-14T00-01-30.fits
2017-06-24T03-37-03.fits,2017-06-24T03-37-08.fits,2017-06-20T03-01-30.fits
2019-05-16T09-28-41.fits,2019-05-16T09-28-47.fits,2019-05-12T09-01-30.fits
2018-01-23T08-50-32.fits,2018-01-23T09-54-47.fits,2018-01-19T09-01-30.fits
2013-04-08T07-24-47.fits,2013-04-08T07-24-56.fits,2013-04-04T06-01-30.fits
2013-06-15T03-30-29.fits,2013-06-15T03-30-36.fits,2013-06-11T03-01-30.fits
2017-06-03T08-53-56.fits,2017-06-03T08-54-00.fits,2017-05-30T09-01-30.fits
2017-05-30T08-59-26.fits,2017-05-30T08-59-30.fits,2017-05-26T09-01-30.fits
2015-09-02T01-30-05.fits,2015-09-02T01-30-10.fits,2015-08-29T00-01-30.fits
2018-02-25T03-33-56.fits,2018-02-25T03-34-01.fits,2018-02-21T03-01-30.fits
2012-10-16T19-29-06.fits,2012-10-16T21-05-56.fits,2012-10-12T18-01-30.fits
2014-05-11T04-36-05.fits,2014-05-11T04-36-12.fits,2014-05-07T06-01-30.fits
2014-01-18T06-49-25.fits,2014-01-18T06-49-32.fits,2014-01-14T06-01-30.fits
2015-09-21T07-10-34.fits,2015-09-21T07-10-40.fits,2015-09-17T06-01-30.fits
2015-05-15T05-45-03.fits,2015-05-15T05-45-07.fits,2015-05-11T06-01-30.fits
2013-12-29T05-49-05.fits,2013-12-29T05-49-13.fits,2013-12-25T06-01-30.fits
2013-11-09T05-02-27.fits,2013-11-09T05-02-34.fits,2013-11-05T06-01-30.fits
2014-08-26T06-19-38.fits,2014-08-26T06-19-46.fits,2014-08-22T06-01-30.fits
2014-04-21T05-44-35.fits,2014-04-21T05-44-42.fits,2014-04-17T06-01-30.fits
2014-06-11T05-51-18.fits,2014-06-11T05-51-26.fits,2014-06-07T06-01-30.fits
2017-08-03T01-30-07.fits,2017-08-03T01-30-12.fits,2017-07-30T00-01-30.fits
2015-06-23T04-45-18.fits,2015-06-23T04-45-23.fits,2015-06-19T06-01-30.fits
2018-02-13T04-37-22.fits,2018-02-13T04-37-27.fits,2018-02-09T06-01-30.fits
2014-08-26T07-27-49.fits,2014-08-26T07-27-56.fits,2014-08-22T06-01-30.fits
2017-11-04T02-35-30.fits,2017-11-04T02-35-35.fits,2017-10-31T03-01-30.fits
2012-12-07T15-07-26.fits,2012-12-07T15-07-26.fits,2012-12-03T15-01-30.fits
2016-05-24T08-55-20.fits,2016-05-24T08-55-24.fits,2016-05-20T09-01-30.fits
2013-11-16T04-30-48.fits,2013-11-16T04-30-56.fits,2013-11-12T03-01-30.fits
2019-07-22T01-30-06.fits,2019-07-22T01-30-12.fits,2019-07-18T00-01-30.fits
2012-12-07T23-07-44.fits,2012-12-07T23-07-44.fits,2012-12-04T00-01-30.fits
2018-03-20T04-52-18.fits,2018-03-20T04-52-22.fits,2018-03-16T06-01-30.fits
2013-11-14T06-43-23.fits,2013-11-14T06-43-31.fits,2013-11-10T06-01-30.fits
2012-12-08T03-03-15.fits,2012-12-08T03-03-15.fits,2012-12-04T03-01-30.fits
2020-05-24T01-30-01.fits,2020-05-24T01-30-07.fits,2020-05-20T00-01-30.fits
2012-12-10T15-41-58.fits,2012-12-10T15-41-58.fits,2012-12-06T15-01-30.fits
2015-07-21T01-30-02.fits,2015-07-21T01-30-08.fits,2015-07-17T00-01-30.fits
2014-12-25T05-22-07.fits,2014-12-25T05-22-11.fits,2014-12-21T06-01-30.fits
2018-12-21T08-56-01.fits,2018-12-21T08-56-10.fits,2018-12-17T09-01-30.fits
2012-10-09T03-30-21.fits,2012-10-09T03-30-29.fits,2012-10-05T03-01-30.fits
2014-04-07T07-28-51.fits,2014-04-07T07-28-59.fits,2014-04-03T06-01-30.fits
2012-10-26T21-35-46.fits,2012-10-26T21-35-46.fits,2012-10-22T21-01-30.fits
2016-01-12T02-30-08.fits,2016-01-12T02-30-14.fits,2016-01-08T03-01-30.fits
2014-06-29T05-45-18.fits,2014-06-29T05-45-26.fits,2014-06-25T06-01-30.fits
2018-08-10T07-58-00.fits,2018-08-10T07-58-05.fits,2018-08-06T09-01-30.fits
2016-11-18T04-59-27.fits,2016-11-18T04-59-33.fits,2016-11-14T06-01-30.fits
2012-12-10T18-09-30.fits,2012-12-10T18-09-30.fits,2012-12-06T18-01-30.fits
2014-03-28T07-00-35.fits,2014-03-28T07-00-42.fits,2014-03-24T06-01-30.fits
2013-07-21T05-59-01.fits,2013-07-21T05-59-09.fits,2013-07-17T06-01-30.fits
2014-04-16T04-34-29.fits,2014-04-16T04-34-36.fits,2014-04-12T06-01-30.fits
2013-03-08T04-30-24.fits,2013-03-08T04-30-32.fits,2013-03-04T03-01-30.fits
2016-12-31T09-54-34.fits,2016-12-31T09-54-38.fits,2016-12-27T09-01-30.fits
2017-05-19T06-05-40.fits,2017-05-19T06-05-45.fits,2017-05-15T06-01-30.fits
2015-03-06T10-34-00.fits,2015-03-06T10-34-05.fits,2015-03-02T12-01-30.fits
2012-11-25T07-52-15.fits,2012-11-25T07-52-23.fits,2012-11-21T09-01-30.fits
2014-12-03T02-08-33.fits,2014-12-03T02-08-38.fits,2014-11-29T03-01-30.fits
2012-10-25T13-48-54.fits,2012-10-25T13-48-54.fits,2012-10-21T15-01-30.fits
2018-09-29T02-45-23.fits,2018-09-29T02-45-28.fits,2018-09-25T03-01-30.fits
2018-02-05T10-02-00.fits,2018-02-05T10-02-04.fits,2018-02-01T09-01-30.fits
2014-02-14T06-15-10.fits,2014-02-14T06-15-18.fits,2014-02-10T06-01-30.fits
2013-04-12T06-48-30.fits,2013-04-12T06-48-37.fits,2013-04-08T06-01-30.fits
2017-11-29T10-04-25.fits,2017-11-29T10-04-30.fits,2017-11-25T09-01-30.fits
2012-10-25T13-09-15.fits,2012-10-25T13-09-14.fits,2012-10-21T12-01-30.fits
2016-04-17T04-51-32.fits,2016-04-17T04-51-36.fits,2016-04-13T06-01-30.fits
2013-07-14T08-22-02.fits,2013-07-14T08-22-10.fits,2013-07-10T09-01-30.fits
2013-11-09T06-06-45.fits,2013-11-09T06-06-52.fits,2013-11-05T06-01-30.fits
2016-12-21T07-57-55.fits,2016-12-21T09-01-12.fits,2016-12-17T09-01-30.fits
2020-06-11T07-58-03.fits,2020-06-11T07-58-08.fits,2020-06-07T09-01-30.fits
2016-12-09T04-37-44.fits,2016-12-09T04-37-48.fits,2016-12-05T06-01-30.fits
2012-10-18T14-14-23.fits,2012-10-18T14-14-23.fits,2012-10-14T15-01-30.fits
2016-08-19T02-33-52.fits,2016-08-19T02-33-57.fits,2016-08-15T03-01-30.fits
2012-10-18T00-13-49.fits,2012-10-18T00-13-49.fits,2012-10-14T00-01-30.fits
2012-10-19T14-16-36.fits,2012-10-19T14-16-36.fits,2012-10-15T15-01-30.fits
2020-06-03T05-53-04.fits,2020-06-03T05-53-09.fits,2020-05-30T06-01-30.fits
2016-12-23T09-57-59.fits,2016-12-23T09-58-03.fits,2016-12-19T09-01-30.fits
2015-06-18T06-52-25.fits,2015-06-18T06-52-29.fits,2015-06-14T06-01-30.fits
2020-01-27T06-02-25.fits,2020-01-27T06-02-31.fits,2020-01-23T06-01-30.fits
2013-07-07T11-25-39.fits,2013-07-07T11-25-44.fits,2013-07-03T12-01-30.fits
2019-09-01T02-43-04.fits,2019-09-01T02-43-10.fits,2019-08-28T03-01-30.fits
2014-12-27T04-46-50.fits,2014-12-27T04-46-54.fits,2014-12-23T06-01-30.fits
2013-09-06T09-16-13.fits,2013-09-06T09-16-21.fits,2013-09-02T09-01-30.fits
2015-04-16T08-42-30.fits,2015-04-16T08-42-34.fits,2015-04-12T09-01-30.fits
2018-09-29T04-02-05.fits,2018-09-29T04-02-11.fits,2018-09-25T03-01-30.fits
2012-10-24T23-44-19.fits,2012-10-24T23-44-19.fits,2012-10-21T00-01-30.fits
2016-02-15T08-55-31.fits,2016-02-15T08-55-35.fits,2016-02-11T09-01-30.fits
2012-10-23T00-19-13.fits,2012-10-23T00-19-13.fits,2012-10-19T00-01-30.fits
2013-08-24T03-30-35.fits,2013-08-24T03-30-42.fits,2013-08-20T03-01-30.fits
2014-09-17T04-47-59.fits,2014-09-17T04-48-06.fits,2014-09-13T06-01-30.fits
2019-02-28T05-08-17.fits,2019-02-28T05-08-22.fits,2019-02-24T06-01-30.fits
2012-11-07T05-47-07.fits,2012-11-07T05-47-15.fits,2012-11-03T06-01-30.fits
2017-07-22T01-30-06.fits,2017-07-22T01-30-11.fits,2017-07-18T00-01-30.fits
2017-11-15T04-41-19.fits,2017-11-15T04-41-23.fits,2017-11-11T06-01-30.fits
2018-02-01T01-49-54.fits,2018-02-01T02-30-08.fits,2018-01-28T03-01-30.fits
2013-12-30T18-19-18.fits,2013-12-30T18-19-25.fits,2013-12-26T18-01-30.fits
2018-10-05T07-55-27.fits,2018-10-05T07-55-33.fits,2018-10-01T09-01-30.fits
2013-10-31T04-03-47.fits,2013-10-31T04-03-54.fits,2013-10-27T03-01-30.fits
2013-11-25T06-10-39.fits,2013-11-25T06-10-47.fits,2013-11-21T06-01-30.fits
2014-10-15T00-36-56.fits,2014-10-15T00-37-04.fits,2014-10-11T00-01-30.fits
2012-12-07T02-48-08.fits,2012-12-07T02-48-08.fits,2012-12-03T03-01-30.fits
2012-12-07T20-22-11.fits,2012-12-07T20-22-11.fits,2012-12-03T21-01-30.fits
2016-01-10T07-51-02.fits,2016-01-10T07-51-01.fits,2016-01-06T09-01-30.fits
2020-05-22T08-05-11.fits,2020-05-22T08-05-16.fits,2020-05-18T09-01-30.fits
2017-06-07T03-41-21.fits,2017-06-07T03-41-26.fits,2017-06-03T03-01-30.fits
2016-10-27T06-16-49.fits,2016-10-27T06-16-54.fits,2016-10-23T06-01-30.fits
2012-10-28T05-26-17.fits,2012-10-28T05-26-24.fits,2012-10-24T06-01-30.fits
2012-10-18T21-50-32.fits,2012-10-18T21-50-32.fits,2012-10-14T21-01-30.fits
2020-03-17T03-29-58.fits,2020-03-17T03-30-03.fits,2020-03-13T03-01-30.fits
2015-09-06T01-30-03.fits,2015-09-06T01-30-08.fits,2015-09-02T00-01-30.fits
2016-09-26T07-32-34.fits,2016-09-26T07-32-38.fits,2016-09-22T09-01-30.fits
2013-03-03T07-41-23.fits,2013-03-03T07-41-31.fits,2013-02-27T09-01-30.fits
2018-04-06T09-53-51.fits,2018-04-06T09-53-56.fits,2018-04-02T09-01-30.fits
2016-06-27T02-32-18.fits,2016-06-27T02-32-22.fits,2016-06-23T03-01-30.fits
2012-10-18T22-08-12.fits,2012-10-18T22-08-12.fits,2012-10-14T21-01-30.fits
2018-08-28T08-08-27.fits,2018-08-28T08-08-31.fits,2018-08-24T09-01-30.fits
2013-07-01T08-22-30.fits,2013-07-01T08-22-34.fits,2013-06-27T09-01-30.fits
2015-11-12T05-58-00.fits,2015-11-12T05-58-05.fits,2015-11-08T06-01-30.fits
2015-11-09T05-51-00.fits,2015-11-09T05-51-05.fits,2015-11-05T06-01-30.fits
2017-05-25T01-30-09.fits,2017-05-25T01-30-15.fits,2017-05-21T00-01-30.fits
2012-12-07T14-41-56.fits,2012-12-07T14-41-56.fits,2012-12-03T15-01-30.fits
2019-09-01T01-30-01.fits,2019-09-01T02-43-10.fits,2019-08-28T00-01-30.fits
2015-10-09T04-47-30.fits,2015-10-09T04-47-34.fits,2015-10-05T06-01-30.fits
2014-02-20T05-04-57.fits,2014-02-20T05-05-05.fits,2014-02-16T06-01-30.fits
2016-04-06T09-06-55.fits,2016-04-06T09-06-59.fits,2016-04-02T09-01-30.fits
2015-12-25T04-46-07.fits,2015-12-25T04-46-12.fits,2015-12-21T06-01-30.fits
2014-10-27T05-12-48.fits,2014-10-27T05-12-55.fits,2014-10-23T06-01-30.fits
2014-12-05T22-25-16.fits,2014-12-05T22-25-20.fits,2014-12-01T21-01-30.fits
2016-04-09T07-16-03.fits,2016-04-09T07-16-07.fits,2016-04-05T06-01-30.fits
2012-10-19T04-48-41.fits,2012-10-19T04-48-49.fits,2012-10-15T06-01-30.fits
2015-07-07T13-03-01.fits,2015-07-07T13-03-06.fits,2015-07-03T12-01-30.fits
2019-03-30T09-31-17.fits,2019-03-30T09-31-22.fits,2019-03-26T09-01-30.fits
2012-12-10T15-49-33.fits,2012-12-10T15-49-34.fits,2012-12-06T15-01-30.fits
2017-03-14T08-07-31.fits,2017-03-14T08-07-38.fits,2017-03-10T09-01-30.fits
2019-11-06T07-30-02.fits,2019-11-06T07-30-08.fits,2019-11-02T06-01-30.fits
2017-03-09T03-36-29.fits,2017-03-09T03-36-34.fits,2017-03-05T03-01-30.fits
2018-04-19T09-47-53.fits,2018-04-19T09-47-57.fits,2018-04-15T09-01-30.fits
2015-01-15T04-00-42.fits,2015-01-15T04-00-46.fits,2015-01-11T03-01-30.fits
2013-12-17T04-30-29.fits,2013-12-17T04-30-37.fits,2013-12-13T03-01-30.fits
2012-10-18T22-13-12.fits,2012-10-18T22-13-12.fits,2012-10-14T21-01-30.fits
2019-04-01T06-49-45.fits,2019-04-01T06-49-51.fits,2019-03-28T06-01-30.fits
2012-10-24T23-59-03.fits,2012-10-24T23-59-03.fits,2012-10-21T00-01-30.fits
2019-04-04T05-33-15.fits,2019-04-04T05-33-21.fits,2019-03-31T06-01-30.fits
2014-06-06T06-23-13.fits,2014-06-06T06-23-20.fits,2014-06-02T06-01-30.fits
2015-05-18T20-37-05.fits,2015-05-18T20-37-10.fits,2015-05-14T21-01-30.fits
2012-12-08T03-03-38.fits,2012-12-08T03-03-38.fits,2012-12-04T03-01-30.fits
2014-09-07T06-16-53.fits,2014-09-07T06-16-58.fits,2014-09-03T06-01-30.fits
2020-01-16T03-42-44.fits,2020-01-16T03-42-50.fits,2020-01-12T03-01-30.fits
2017-04-19T04-41-50.fits,2017-04-19T04-41-54.fits,2017-04-15T06-01-30.fits
2014-07-17T05-21-38.fits,2014-07-17T05-21-45.fits,2014-07-13T06-01-30.fits
2014-02-27T08-31-46.fits,2014-02-27T06-48-40.fits,2014-02-23T09-01-30.fits
2020-03-15T01-30-09.fits,2020-03-15T01-30-17.fits,2020-03-11T00-01-30.fits
2012-10-25T13-55-43.fits,2012-10-25T13-55-43.fits,2012-10-21T15-01-30.fits
2019-07-22T05-21-15.fits,2019-07-22T05-21-21.fits,2019-07-18T06-01-30.fits
2017-05-28T07-55-49.fits,2017-05-28T07-55-54.fits,2017-05-24T09-01-30.fits
2016-01-08T09-17-09.fits,2016-01-08T09-17-13.fits,2016-01-04T09-01-30.fits
2013-01-22T07-05-48.fits,2013-01-22T07-05-57.fits,2013-01-18T06-01-30.fits
2018-09-15T04-05-00.fits,2018-09-15T04-05-06.fits,2018-09-11T03-01-30.fits
2015-01-23T06-28-48.fits,2015-01-23T06-28-52.fits,2015-01-19T06-01-30.fits
2020-06-04T07-07-17.fits,2020-06-04T07-07-22.fits,2020-05-31T06-01-30.fits
2012-12-10T15-11-00.fits,2012-12-10T15-11-00.fits,2012-12-06T15-01-30.fits
2019-07-10T09-14-31.fits,2019-07-10T10-30-20.fits,2019-07-06T09-01-30.fits
2012-10-19T13-04-14.fits,2012-10-19T13-04-14.fits,2012-10-15T12-01-30.fits
2019-02-26T11-38-42.fits,2019-02-26T11-38-34.fits,2019-02-22T12-01-30.fits
2018-10-26T08-29-54.fits,2018-10-26T08-29-59.fits,2018-10-22T09-01-30.fits
2016-01-02T09-20-25.fits,2016-01-02T09-20-29.fits,2015-12-29T09-01-30.fits
2015-07-29T03-35-58.fits,2015-07-29T03-36-02.fits,2015-07-25T03-01-30.fits
2014-12-30T03-30-24.fits,2014-12-30T03-30-28.fits,2014-12-26T03-01-30.fits
2019-12-12T05-00-32.fits,2019-12-12T05-00-37.fits,2019-12-08T06-01-30.fits
2014-08-30T04-59-55.fits,2014-08-30T05-00-03.fits,2014-08-26T06-01-30.fits
2016-07-04T06-58-11.fits,2016-07-04T06-58-15.fits,2016-06-30T06-01-30.fits
2013-07-07T04-58-08.fits,2013-07-07T04-58-16.fits,2013-07-03T06-01-30.fits
2019-02-12T07-38-26.fits,2019-02-12T07-38-24.fits,2019-02-08T09-01-30.fits
2012-12-06T23-00-02.fits,2012-12-06T23-00-02.fits,2012-12-03T00-01-30.fits
2018-12-18T08-53-42.fits,2018-12-18T08-53-47.fits,2018-12-14T09-01-30.fits
2012-10-19T16-21-54.fits,2012-10-19T16-21-54.fits,2012-10-15T15-01-30.fits
2012-12-08T02-26-09.fits,2012-12-08T02-26-09.fits,2012-12-04T03-01-30.fits
2017-09-24T08-59-01.fits,2017-09-24T08-59-06.fits,2017-09-20T09-01-30.fits
2013-06-28T03-31-32.fits,2013-06-28T03-31-39.fits,2013-06-24T03-01-30.fits
2020-05-03T03-53-05.fits,2020-05-03T03-53-10.fits,2020-04-29T03-01-30.fits
2019-11-18T07-34-42.fits,2019-11-18T07-34-47.fits,2019-11-14T09-01-30.fits
2015-12-08T05-52-33.fits,2015-12-08T05-52-37.fits,2015-12-04T06-01-30.fits
2019-06-14T06-47-35.fits,2019-06-14T06-47-40.fits,2019-06-10T06-01-30.fits
2015-10-06T06-02-42.fits,2015-10-06T06-02-48.fits,2015-10-02T06-01-30.fits
2017-05-06T08-55-26.fits,2017-05-06T08-55-31.fits,2017-05-02T09-01-30.fits
2019-06-24T04-08-07.fits,2019-06-24T04-08-12.fits,2019-06-20T03-01-30.fits
2012-12-10T15-11-32.fits,2012-12-10T15-11-32.fits,2012-12-06T15-01-30.fits
2019-11-25T08-30-29.fits,2019-11-25T08-30-35.fits,2019-11-21T09-01-30.fits
2014-11-25T06-24-38.fits,2014-11-25T06-24-42.fits,2014-11-21T06-01-30.fits
2014-03-10T06-49-02.fits,2014-03-10T06-49-10.fits,2014-03-06T06-01-30.fits
2016-04-07T06-56-57.fits,2016-04-07T06-57-01.fits,2016-04-03T06-01-30.fits
2016-07-02T06-56-01.fits,2016-07-02T06-56-05.fits,2016-06-28T06-01-30.fits
2016-04-04T01-30-07.fits,2016-04-04T01-30-12.fits,2016-03-31T00-01-30.fits
2019-08-06T01-30-03.fits,2019-08-06T01-30-09.fits,2019-08-02T00-01-30.fits
2017-01-17T05-47-47.fits,2017-01-17T05-47-51.fits,2017-01-13T06-01-30.fits
2012-10-16T19-40-22.fits,2012-10-16T21-05-56.fits,2012-10-12T21-01-30.fits
2018-05-01T01-30-06.fits,2018-05-01T01-30-14.fits,2018-04-27T00-01-30.fits
2016-02-22T02-30-10.fits,2016-02-22T02-30-14.fits,2016-02-18T03-01-30.fits
2019-01-06T07-39-00.fits,2019-01-06T07-39-06.fits,2019-01-02T09-01-30.fits
2012-10-18T13-42-31.fits,2012-10-18T13-42-31.fits,2012-10-14T15-01-30.fits
2015-05-10T04-50-15.fits,2015-05-10T04-50-19.fits,2015-05-06T06-01-30.fits
2018-02-19T05-42-33.fits,2018-02-19T05-42-37.fits,2018-02-15T06-01-30.fits
2019-06-18T08-05-59.fits,2019-06-18T08-06-05.fits,2019-06-14T09-01-30.fits
2014-06-12T04-03-37.fits,2014-06-12T04-03-44.fits,2014-06-08T03-01-30.fits
2015-10-24T05-55-29.fits,2015-10-24T05-55-35.fits,2015-10-20T06-01-30.fits
2016-07-14T02-37-28.fits,2016-07-14T02-37-33.fits,2016-07-10T03-01-30.fits
2018-01-15T03-34-23.fits,2018-01-15T03-34-28.fits,2018-01-11T03-01-30.fits
2012-10-17T13-44-16.fits,2012-10-17T13-44-16.fits,2012-10-13T15-01-30.fits
2012-12-10T14-16-42.fits,2012-12-10T14-16-42.fits,2012-12-06T15-01-30.fits
2012-12-07T20-31-34.fits,2012-12-07T20-31-34.fits,2012-12-03T21-01-30.fits
2012-12-06T22-59-12.fits,2012-12-06T22-59-12.fits,2012-12-03T00-01-30.fits
2018-05-26T07-36-20.fits,2018-05-26T07-36-26.fits,2018-05-22T09-01-30.fits
2020-02-13T04-45-40.fits,2020-02-13T04-45-46.fits,2020-02-09T06-01-30.fits
2018-07-02T01-43-43.fits,2018-07-02T01-31-30.fits,2018-06-28T03-01-30.fits
2020-05-22T03-42-28.fits,2020-05-22T03-42-33.fits,2020-05-18T03-01-30.fits
